Patient_ID	C3L-00081	C3L-00415	C3L-00445	C3L-00503	C3L-00568	C3L-00603	C3L-00904	C3L-00923	C3L-00927	C3L-00965	C3L-00993	C3L-01000	C3L-01285	C3L-01455	C3L-01606	C3L-01663	C3L-01838	C3L-01884	C3L-02127	C3L-02130	C3L-02163	C3L-02164	C3L-02168	C3L-02170	C3L-02349	C3L-02358	C3L-02546	C3L-02552	C3L-02619	C3L-02624	C3L-02625	C3L-02627	C3L-02629	C3L-02646	C3L-02648	C3L-02649	C3L-02650	C3L-02660	C3L-02665	C3L-02669	C3L-02891	C3L-02951	C3L-02963	C3L-02964	C3L-02968	C3L-02969	C3L-03272	C3L-03678	C3L-03961	C3L-03962	C3L-03963	C3L-03965	C3L-04013	C3L-04014	C3L-04071	C3L-04391	C3N-00211	C3N-00221	C3N-00247	C3N-00309	C3N-00497	C3N-00555	C3N-00839	C3N-01017	C3N-01018	C3N-01020	C3N-01025	C3N-01028	C3N-01194	C3N-01411	C3N-01846	C3N-01892	C3N-01893	C3N-02252	C3N-02283	C3N-02284	C3N-02285	C3N-02288	C3N-02289	C3N-02300	C3N-02339	C3N-02374	C3N-02375	C3N-02425	C3N-02426	C3N-02434	C3N-02435	C3N-02494	C3N-02523	C3N-02575	C3N-02675	C3N-03051	C3N-03072	C3N-03076	C3N-03092	C3N-03093	C3N-03204	C3N-03424	C3N-03425	C3N-03441	C3N-03486	C3N-03662	C3N-03848	C3N-03851	C3N-03875	C3N-03877	C3N-03880	C3N-03882	C3N-03886	C3N-04124	C3N-04127	C3N-04155	C3N-04162	Samples-altered	Samples-amp	Samples-del	C3L-00081.N	C3L-00415.N	C3L-00445.N	C3L-00503.N	C3L-00568.N	C3L-00603.N	C3L-00904.N	C3L-00923.N	C3L-00927.N	C3L-00993.N	C3L-01000.N	C3L-01285.N	C3L-01455.N	C3L-01606.N	C3L-01663.N	C3L-01884.N	C3L-02127.N	C3L-02130.N	C3L-02163.N	C3L-02164.N	C3L-02168.N	C3L-02349.N	C3L-02358.N	C3L-02546.N	C3L-02552.N	C3L-02619.N	C3L-02624.N	C3L-02625.N	C3L-02627.N	C3L-02629.N	C3L-02646.N	C3L-02648.N	C3L-02649.N	C3L-02650.N	C3L-02660.N	C3L-02665.N	C3L-02669.N	C3L-02891.N	C3L-02951.N	C3L-02963.N	C3L-02964.N	C3L-02968.N	C3L-02969.N	C3L-03272.N	C3L-03961.N	C3L-03962.N	C3L-03963.N	C3L-03965.N	C3L-04013.N	C3L-04014.N	C3L-04071.N	C3L-04391.N	C3N-00221.N	C3N-00497.N	C3N-00555.N	C3N-01017.N	C3N-01018.N	C3N-01020.N	C3N-01025.N	C3N-01028.N	C3N-01194.N	C3N-01411.N	C3N-01846.N	C3N-01892.N	C3N-01893.N	C3N-02252.N	C3N-02285.N	C3N-02288.N	C3N-02289.N	C3N-02300.N	C3N-02339.N	C3N-02374.N	C3N-02375.N	C3N-02425.N	C3N-02426.N	C3N-02434.N	C3N-02435.N	C3N-02494.N	C3N-02523.N	C3N-02575.N	C3N-02675.N	C3N-03051.N	C3N-03072.N	C3N-03076.N	C3N-03092.N	C3N-03093.N	C3N-03204.N	C3N-03424.N	C3N-03425.N	C3N-03441.N	C3N-03486.N	C3N-03662.N	C3N-03848.N	C3N-03851.N	C3N-03875.N	C3N-03877.N	C3N-03880.N	C3N-03882.N	C3N-03886.N	C3N-04124.N	C3N-04127.N	C3N-04155.N	C3N-04162.N
ACVR1	18.3044	16.707	17.8568		18.3433	17.4324	17.8669	17.7056	17.5459	17.8158	17.8105	17.3792	17.1424	18.0938	18.1156	18.0737	18.4888	18.3547	18.0516	17.887999999999998	18.5038	17.7688	18.4575	18.092	17.4704	18.2982	18.3227	18.2599	17.94		17.9753	18.2478	18.152	18.0818	18.1339	17.8974	17.7396	18.0688	17.9902	18.5423	17.7904	18.3304	18.2308	18.1015	17.5309	17.765	18.3116	17.5801	17.6709	19.1607	17.9949	18.0982	17.3426	18.1514	17.9428	18.0318	18.5396	18.2171	17.5574		17.4512	17.0346		18.1481		17.1151	17.6684	17.7956	17.3851	18.2768	18.9086	18.2066	17.4853	18.2582	17.3047	17.5761	18.6987	18.8046	18.4142	18.1432	18.6358	17.9027	16.9516	17.4279	18.6215	16.9396	18.2433	17.7238	18.6248	18.358	17.5496	17.8726	18.6313	17.8487	17.6993	17.875	17.6118	17.8466	18.4256	17.7096	17.9054	18.9527	18.1365	16.8495	17.869	17.8815	17.324	17.0442	18.9516	18.4853	18.0939	18.2246	18.3165				17.3546	17.3912	17.5746		17.4028	17.1574	17.6713	17.4648	17.3248	17.3636	17.3365	17.2549	17.2655	17.3677	17.465999999999998	17.6945	17.3788	17.4002	17.3375	17.4538	17.4174	17.4074	17.3914	17.3647	17.7518	17.5811		17.4763	17.4589	17.6127		17.4438	17.4813	17.5374	17.5001	17.5142	17.4046	17.854	17.4304	17.4453	17.4003	17.4459	17.5519	17.3655	17.3945	17.4446	17.3369	17.552	17.3836	17.3127	17.2531	17.3897	17.4748	17.4341	17.4229	17.2373		17.5535	17.3836	17.4872	17.308	17.2655	17.2449	17.5029	17.6457	17.4182	17.605999999999998	17.335	17.53		17.3855	17.4135	17.445999999999998	17.2375	17.3985	17.3148	17.4306	17.5067	17.2843	17.4103	17.3895	17.5113		17.3982	17.3688	17.5429	17.3872	17.6367	17.3971	17.0741	17.1665		17.5075	17.4259	17.4808	17.5641	17.4143	17.317		17.3112	17.4927		17.7749
ADRB2	14.4578	16.4402	15.6388		15.1479	16.3968	14.7565	17.1069	14.8979	14.8089	16.3123	17.0258	12.439	17.2412	15.8958	14.9993	15.7298	15.3963	15.7706	16.2027	15.2324	16.977	14.6576	17.064	15.6742	15.7326	16.4605	16.4665	17.1247		18.214000000000002	16.0263	16.6406	15.6161	16.712	13.751	17.418	17.0727	14.241	15.2832	15.9851	16.025	16.8673	15.4689	15.7691	15.9116	14.8056	15.645999999999999	16.8975	13.8738	17.1028	16.2111	13.1879	15.7227	16.3362	15.2281	15.2186	13.2061	17.1891		17.1655	15.2235		15.3093		17.3784	13.683	15.9073	16.6058	16.0656	14.3086	15.1688	16.2919	15.6257	12.4833	12.5762	16.5107	14.4649	15.2633	15.4667	17.3435	17.3351	14.2628	15.9384	15.9437	14.03	15.4616	15.5998	13.7899	14.9302	17.2274	17.56	13.9535	14.8923	15.4877	17.2894	14.276	16.5453	15.9046	17.1949	17.2669	14.6538	17.0986	14.1964	17.5694	14.3861	15.399000000000001	17.6015	14.1649	15.6188	16.6164	13.4425	15.8396				18.9554	18.3403	18.6187		17.7943	19.2661	17.658	18.384	18.4666	18.1517	18.8292	19.6218	18.5653	18.7256	17.814	18.1468	18.8322	18.750999999999998	18.1586	18.445999999999998	19.3554	18.5649	18.826	18.6278	17.7949	17.6918		18.7101	19.1407	18.2972		18.8626	19.052	18.2304	18.6635	18.7529	18.8746	17.465999999999998	18.4435	18.686	17.5906	18.5734	18.6851	18.3715	18.8055	18.9626	18.7759	18.4907	18.979	18.3333	18.3441	18.6475	18.691	17.8324	17.9562	19.2165		18.9112	18.5209	18.7649	18.0967	19.3304	18.1068	18.4081	18.3302	18.066	18.11	18.2643	17.9455		18.2099	18.4707	18.4481	18.4529	18.6191	18.4716	18.7784	18.3254	18.5643	17.9684	18.0575	18.261		18.7874	18.1657	18.389	18.2591	17.3482	18.7463	19.5729	17.9731		18.6971	17.9285	18.6831	17.9129	18.2991	18.9171		18.3594	18.0841		17.7179
ADRM1	19.4323	19.7831	19.7319		18.945	20.2644	19.6139	19.4176	19.9895	19.6549	20.7539	19.1223	19.1814	19.5017	19.593	19.2487	19.4802	19.565	19.6957	19.9189	19.5776	19.2633	19.3291	19.2325	19.6735	19.6952	20.0276	19.592	19.8798		19.5804	20.2162	19.1764	19.4082	19.3398	19.4801	19.582	19.6159	20.0358	19.5056	19.2333	19.7134	19.3459	19.639	20.0	18.9349	19.2787	20.0985	18.9427	19.474	19.1056	18.9671	19.2113	19.709	19.219	19.383	19.8739	19.7146	19.3315		19.8663	20.3069		19.1224		20.1326	19.8321	19.5808	19.7191	19.7122	20.382	20.1837	19.2429	19.4471	20.1247	20.2578	19.4253	19.7139	19.6307	19.7272	19.9655	19.4926	19.7186	19.8888	19.5137	19.1525	19.3112	19.113	19.5648	19.3852	19.5085	19.5622	19.2121	19.2244	19.1933	19.8763	20.167	19.4008	19.7654	19.1775	20.1784	19.0246	19.135	19.7077	19.8167	19.4384	19.1934	19.7258	19.3534	19.6552	19.2599	19.7378	18.9018				18.8034	18.6718	19.0303		18.9946	18.6432	18.9055	18.8047	19.325	19.0695	18.9561	19.1613	19.0281	18.9294	19.3042	18.9379	18.7755	18.7304	18.7961	19.183	18.5608	18.7179	18.691	18.4421	18.6492	18.9066		18.455	18.5339	18.1515		18.4847	18.3472	18.7546	18.6914	19.0338	18.5722	18.5785	19.0033	18.9468	18.9695	18.7538	18.3369	18.6894	18.4942	18.404	18.7027	18.3774	18.8752	18.3441	18.8793	18.6311	18.6911	19.086	19.01	19.2106		18.8153	18.8832	18.8546	19.0162	19.0671	19.2643	18.8502	18.5521	18.5649	18.8299	19.1506	19.0573		18.9429	18.8006	18.4644	19.1107	18.6128	18.8319	18.5251	18.417	18.6173	18.7935	18.8625	18.7654		18.4901	18.6656	18.1907	18.6847	18.7634	18.4173	18.9933	19.2499		18.1106	18.7928	18.3228	18.5641	18.6927	18.4777		18.464000000000002	18.4754		18.5785
AFF1	18.1013	18.3655	17.8767		18.5285	18.1494	19.1216	18.1622	17.4769	17.9171	17.7557	18.4538	17.3222	18.7344	18.4692	18.218	18.2819	18.1043	17.7661	18.0995	17.7834	18.6267	17.8228	18.6143	17.6071	18.2701	18.0879	18.7237	18.5786		18.2666	18.0271	18.6837	18.3755	17.7138	18.2076	18.2852	18.1257	18.7353	18.3142	18.4631	18.0089	19.4503	18.8447	17.8337	18.148	18.1065	18.2773	18.7149	17.0292	18.8239	18.0271	17.6127	17.6077	18.0611	18.3487	18.1043	17.6706	19.0722		18.3606	18.1337		18.0273		18.0245	18.3441	18.2788	18.3766	17.4513	17.846	18.3382	18.3873	18.1047	16.6416	17.9702	18.3077	18.1295	18.2503	18.1	18.4615	17.9016	17.6337	18.6187	18.2042	17.2833	18.4208	18.3025	17.9236	17.468	18.6322	17.6431	17.7922	17.9086	18.4711	18.4957	17.3434	18.4255	17.9848	18.5923	18.2202	18.2152	18.6359	16.9411	18.175	17.414	18.4337	17.2372	18.0649	18.4351	18.2649	17.9667	17.7821				18.6933	18.5849	18.6372		18.8188	18.9497	18.7799	18.5082	19.074	18.6695	19.3049	18.6782	18.8139	18.9259	18.5492	18.9653	19.0172	19.0252	18.6565	18.89	19.1554	18.8644	18.7565	18.8114	18.9535	19.1445		18.91	19.1672	19.0142		18.9684	18.9743	18.9956	19.0107	18.7662	18.8939	18.5048	18.7683	19.0195	18.8878	18.7339	18.9604	18.8551	18.9155	19.0111	19.012999999999998	18.7369	18.7366	18.6976	18.6368	19.0498	19.187	18.7963	19.0139	18.86		18.9025	18.7999	19.1333	18.848	19.075	18.4567	18.5779	18.5584	18.8746	18.6633	18.3859	18.4691		18.8894	18.8615	18.6605	18.7115	18.7414	19.1328	19.5935	18.7523	18.8715	18.933	18.6064	18.9017		18.6156	18.6833	18.9294	18.7277	18.6578	18.7941	19.0321	19.0159		19.412	18.7127	19.5173	18.6632	18.8093	18.9057		18.9022	19.1386		18.9174
AGL	17.2574	18.2283	17.4841		17.9873	17.7508	17.1653	17.7809	17.0163	16.9766	17.6892	17.3919	17.6553	17.0751	18.2031	18.3029	17.9742	17.4472	17.2382	17.4893	17.192999999999998	17.02	17.1265	17.6683	18.1526	17.6901	17.5763	17.3143	17.3034		17.0528	18.0511	17.1123	17.3886	17.4465	16.5656	17.3678	17.1643	16.8072	17.0417	18.4106	17.25	16.7377	17.7571	16.8077	17.6076	17.3877	17.6336	17.5158	17.2662	17.5468	17.3492	17.9374	18.1404	17.8171	17.0956	16.9488	16.7733	17.0602		17.2959	17.6107		17.4529		16.922	17.6599	17.3568	17.2227	16.9218	17.9301	17.1215	16.9122	17.3128	18.6144	17.2462	19.0501	17.6259	17.5707	17.5471	16.885	17.2219	17.9475	17.7383	17.0739	17.1963	17.926	17.2578	18.2758	18.0233	17.076	17.6532	17.3511	18.1457	17.144000000000002	16.6112	18.1589	17.3514	18.3201	17.6896	16.2889	17.1731	17.262999999999998	17.5891	17.7568	17.7248	17.8087	17.5163	16.5263	17.273	17.483	17.7026	18.1457				17.0948	17.4648	17.0861		17.2556	17.0299	17.3054	17.5313	16.9533	17.0041	17.0676	16.8813	16.8675	17.1011	18.1142	17.1882	17.0344	17.3569	17.4002	16.8612	17.1873	17.4815	17.0153	16.9991	17.3629	17.3864		17.3059	17.1133	17.3458		17.0809	17.225	17.3425	17.0826	17.0431	17.3369	17.7278	16.8614	16.5153	17.0206	17.1416	17.3437	16.9379	17.1115	17.2042	16.8363	17.3616	17.226	17.1559	17.0391	17.1287	17.0888	17.1885	17.3264	16.6879		17.0361	17.0807	16.9507	16.9321	16.7046	16.8475	17.0111	17.0924	17.3782	17.1194	17.5406	17.4025		16.8556	17.0096	17.1689	17.1252	17.0478	16.7666	17.1079	17.4485	17.3234	17.3256	17.2792	17.7642		17.4405	17.1931	17.3436	17.6146	17.906	17.2039	16.9639	16.6277		17.1288	17.4137	17.2723	17.3981	17.1627	17.1365		17.3317	17.2051		17.314
AGR2	16.1392	20.8273	16.9275		16.3707	16.1888	19.4974	18.5539	19.3865	14.9302	19.2439	19.8551	18.8328	20.0655	19.0151	18.8849	18.9195	20.3322	17.3482	19.4623	15.4388	18.3525	17.6087	18.5648	20.22	18.8254	20.2671	19.2549	18.2424		15.7417	19.6989	20.9442	17.2236	22.7993	19.3084	20.3374	17.1769	20.4002	17.0682	19.1918	18.0675	17.9984	19.0691	16.6474	16.5895	13.7885	20.0339	18.5779	11.4018	18.9925	18.5511	18.4404	19.5165	19.0143	19.973	20.3985	17.3848	19.0035		16.4153	16.8752		18.2816		18.5902	15.8454	20.5931	20.1667	18.7035	17.6547	17.7548	19.296	15.9276	14.0866	21.2087	17.6833	17.1834	16.7065	19.0827	19.3203	18.5183	19.4436	18.7098	16.7412	14.3919	17.5855	16.3627	18.6863	17.6942	17.0756	20.4314	16.2508	16.6389	19.4622	17.2749	19.6504	20.903000000000002	20.2675	19.4456	20.616999999999997	16.4418	18.8955	9.2237	20.0712	18.7257	13.1129	17.7616	16.1238	17.027	19.3132	19.2981	18.0838				18.5337	19.6641	18.7728		18.0754	17.371	21.1	18.283	18.5824	18.6935	18.4879	18.4223	18.5299	17.6757	18.8767	18.6806	18.1596	18.3914	18.7271	18.817999999999998	18.3771	18.7487	19.3893	18.2476	19.8502	17.8504		18.5613	18.3756	18.5282		17.9282	18.0062	18.2991	18.5726	18.7716	18.7817	18.2866	18.1034	18.5953	18.6871	18.6161	17.1621	17.87	18.7287	18.9214	18.7126	17.4677	18.8841	17.8789	18.9726	17.4327	18.2009	18.0459	18.8808	18.8186		18.9371	18.7312	18.1936	18.0158	18.121	18.6348	19.0837	17.719	18.4209	18.1152	18.8182	17.7941		18.3548	18.7365	18.7329	18.5344	18.3266	17.8728	17.8634	18.9691	18.6576	18.0657	18.0622	18.7912		18.4528	18.4118	18.7001	18.174	19.1017	18.2322	18.7706	19.2183		17.9768	19.5507	17.9372	19.3939	17.2944	17.9841		18.9189	17.9946		18.118
AHNAK	22.5705	21.2999	22.5496		21.9492	20.3963	22.0808	21.421	21.09	21.5966	20.9358	21.3023	19.3879	21.4529	21.4252	22.0353	21.7445	21.6343	23.0222	21.724	21.7387	22.0357	22.1644	21.3255	21.553	21.9971	21.862	22.4409	22.3577		22.1137	22.5804	21.6789	22.5308	22.2703	21.9278	22.0496	21.9012	21.8249	22.2461	21.4474	22.0125	21.9401	21.8268	21.766	21.7541	21.4059	21.5735	21.5323	21.4662	21.1928	21.705	19.7868	21.3629	21.184	22.2543	22.1811	22.1342	21.7339		20.7724	21.5483		21.673000000000002		20.9043	21.0888	21.4028	21.7343	21.2243	21.4851	22.0209	22.5536	22.1702	20.1741	21.0367	22.3187	22.1479	21.9384	21.7526	21.9241	22.5182	21.4189	22.8344	22.4065	21.7809	21.7774	21.4056	21.9512	21.5901	22.0556	21.7873	22.0619	21.6699	21.3671	21.7875	21.6569	21.6416	21.4404	21.8467	21.1553	22.1492	22.5209	20.8828	22.0263	21.0935	20.5815	21.7875	20.3573	22.0357	21.4584	21.4153	21.5884				22.7482	22.483	23.0024		22.3422	22.8114	22.7699	22.4683	22.8017	22.5985	23.0805	22.8247	22.7362	22.7216	22.163	22.9468	22.9088	23.0219	22.8601	22.4205	23.0717	22.8018	22.744	22.8939	22.5532	22.6775		23.1776	23.0165	22.8178		22.8945	23.0957	22.8727	23.0554	22.7582	22.6157	22.2581	22.5651	23.0605	22.6343	22.9144	23.0379	23.0637	22.9353	22.6737	22.69	23.0849	22.7695	23.1775	22.1671	22.9472	22.9442	22.6105	22.9958	22.9123		22.8095	22.9114	23.0349	22.8373	22.8554	22.3742	22.6197	22.5358	22.6211	22.6176	22.6865	22.4544		22.8868	22.5262	23.0361	22.5513	23.0889	22.9272	23.0673	22.9815	22.6392	22.6291	22.6404	22.4982		22.4849	22.6589	22.5895	22.8374	22.2783	22.5783	23.0388	22.7004		23.185	22.7117	23.0961	22.7596	22.6831	22.9856		22.6845	22.6481		22.7516
AHR	21.0533	19.4561	20.0243		19.9437	20.052	20.8321	20.7152	20.8752	19.1081	18.7398	19.3488	19.1934	19.7886	19.6877	19.5951	20.5368	20.3897	19.5734	19.2	20.3012	19.9379	19.9415	20.9941	19.833	20.005	20.2789	20.5378	18.9367		19.3158	19.9821	20.1093	20.4608	21.3747	19.2265	20.7915	20.9319	19.5069	20.0167	20.2532	19.9919	20.3484	19.7705	19.7596	19.8203	19.177	19.1168	20.1844	18.1781	19.8192	19.2828	18.1423	20.0289	20.3404	20.053	19.8732	18.7637	19.8443		19.7231	18.9858		20.062		20.3665	19.5497	20.1324	19.7873	19.44	18.8827	19.9058	20.0818	20.3732	18.7968	20.7772	19.3121	19.6002	19.4929	19.6186	21.2139	19.7526	20.9269	20.3124	20.2077	21.6389	19.2773	19.9739	19.4355	19.1681	19.5538	20.0065	19.7098	18.3716	20.3325	19.9205	19.3486	20.1865	20.7039	19.6758	19.8688	19.5067	20.9199	17.4922	19.995	19.9058	20.0522	18.2938	18.1554	19.4832	20.4991	20.0449	20.0216				20.5885	20.5629	20.3367		20.1503	20.256	20.2008	20.3529	20.2704	20.2069	20.0304	20.5738	20.2617	20.3609	19.886	20.3216	20.3285	20.3165	20.0441	20.3239	20.769000000000002	19.7257	19.9994	20.1234	20.1504	19.8051		20.5956	20.6149	20.4408		20.662	20.7523	20.3707	20.8804	20.6016	20.4909	20.2358	20.1586	20.2871	20.1601	19.9984	20.1652	20.1403	20.7038	20.5679	20.3693	20.1929	20.9466	20.0905	20.5263	20.271	20.0253	20.0548	19.5974	20.7824		20.3395	20.1104	19.8888	20.3204	20.8682	20.3057	20.2752	19.8552	20.3626	20.3098	20.053	20.2506		20.4379	19.8882	20.0761	19.6466	20.0986	20.2535	20.1208	20.3276	20.3586	20.0272	19.6327	20.0908		20.4287	20.3067	20.1998	19.9465	20.4293	20.7016	20.5204	20.0715		20.0984	20.2247	19.8252	20.0551	20.2711	20.2539		19.7194	20.0477		19.9931
AHSG	11.754000000000001	14.2099	12.0404		12.3592	11.0742		9.0805	7.6657	8.9657	8.6618	10.6142	10.3559		8.0187	11.5114	8.8114		11.3368	9.3768	9.6575		11.6566		12.4909	9.5313	9.9918	7.8184	11.0665		11.2769	11.1831	7.8344	13.4906	11.624		9.3366		7.7458	11.0775	10.0781		8.308	9.1725	13.7291	11.3542	11.1238			12.8225	8.249	10.3803	9.322000000000001		7.1155	7.938	7.7454	12.4922				11.5032		14.6467		7.819	12.3935	7.9848		10.465	13.4064	10.69	9.7939	12.5988	11.7258		10.4305	13.0955		7.6583	8.1992	8.2531	10.057	7.9407	10.0962	11.2184	11.7112	9.0668	10.3915	13.3731		10.0868	12.2877	10.1341	7.852	8.067	12.5345	11.3323	8.9539	9.1908	14.6204	10.93	8.136000000000001		10.0482	11.0897		11.668	10.9771	11.7361	8.0158	9.2912	9.5601						9.4326											7.3166		8.3583		7.8988			7.8032		7.9426	9.0246												8.9734		7.7767				9.3144					9.966000000000001		7.9856				7.9641										10.7756	7.8229							10.7666			7.605	7.6595				7.8763									7.7112		9.2085	11.3662						7.861000000000001						
AICDA	9.0273	10.9071	8.4658		8.7845	9.4995	9.0554	12.3762	8.8459	11.145999999999999	8.257	10.987		11.5813	10.614	10.1066	8.4066	12.4726	7.932	10.7091	8.2527	13.3412	11.2519	11.7109	8.5012	9.8636	11.2651	10.2211	9.0768		12.1352	10.6085	11.4297	8.8005	10.9782	10.2109	9.6688	10.9271	7.3411	9.5028	13.2584	11.3947	9.9032	7.7678	11.6614	11.812000000000001	9.5492	10.4685	14.8125	7.4636	11.7511	10.8687	8.3323	9.6499	12.137	9.8552	10.3407	6.9582	12.352		12.3777	10.8761		9.6272		9.7362	8.2883	12.2239	11.8183	9.4754	8.3869	9.2853	11.3892	9.0242		8.0768	10.2888	9.3332	9.8288	10.5755	9.7945	7.8484	11.2373		9.6915	8.3542	9.6061	12.247	8.7644		10.2034	10.1675			9.0322	11.5692	8.3224	12.7536	9.1341	10.2011	9.3879	8.9403	11.3162		10.4914		10.7945	7.4559	9.9874	10.7464	11.933	9.6235	9.1553				11.1934	9.6742	13.0279		10.6779	9.5502	9.5427	11.0861	10.4059	12.375	12.1046	9.9718	10.9374	8.9119	10.8473	7.9536	10.3473	11.401	11.4417	12.9338	10.5684	11.2819	11.4448	8.6199	10.147	13.1083		9.5749	11.8928	11.423		9.8762	10.9851	12.0444	9.3775	10.8906	14.0048	10.372	11.6656	9.4274	12.1387	11.2316	9.8494	10.0209	11.627	10.2031	11.7837	11.4773	11.4878	10.2448	12.6199	10.2888	9.8812	11.0119	12.7563	9.2546		10.2371	10.0235	10.1945	11.0836	11.276	9.6928	9.4181	9.2603	11.1124	10.472999999999999	12.4336	10.3454		11.3618	9.652999999999999	10.6254	11.6597	10.4247	11.3144	10.9804	9.6041	10.2789	10.3532	7.8085	11.9238		11.2544	11.4248	12.1224	12.056	10.6284	11.9901	10.6111	9.9614		9.2635	9.6151	10.7225	10.7255	8.4563	9.0686		9.9783	11.0525		11.127
AIF1	18.2941	18.9102	18.0457		18.7915	18.1447	18.0777	18.9277	18.2731	18.2237	16.7394	19.0251	17.136	19.1543	18.7423	18.7489	18.6131	17.6886	17.827	18.5604	16.8024	19.4067	18.6102	19.153	18.4892	17.4803	18.406	18.9193	18.019000000000002		18.8574	18.2021	19.1991	18.1835	18.0941	17.657	19.1727	18.6803	18.7733	18.1146	18.5889	19.0244	18.8544	18.577	19.2189	19.2102	18.539	17.707	19.2432	17.4723	19.1912	18.5966	16.7949	18.4595	18.868	18.7248	18.2503	16.9497	20.0049		19.3703	17.945		17.2413		19.2107	17.5731	18.6555	18.94	17.6638	17.8668	18.5602	18.7483	18.4081	16.109	15.888	18.36	18.1964	19.2467	17.9633	18.7756	17.747	17.7441	17.6691	18.9069	17.7608	17.4936	18.5176	17.9768	16.686	18.9805	18.0422	18.2489	17.9571	19.7207	19.2605	17.2575	19.2121	18.1129	18.9471	18.4931	17.6457	19.2609	18.1921	18.5633	17.7208	18.7794	16.7208	16.275	18.6652	19.2617	17.3068	16.9613				19.3504	19.9211	20.0996		20.2175	19.1011	18.927	19.1152	19.4171	20.0084	19.4145	18.8796	19.3134	19.7038	19.8814	19.3575	19.0199	19.3797	19.5682	19.6128	19.402	19.0172	18.8916	18.9546	18.9994	20.0915		18.9486	18.8227	19.5467		19.111	19.1781	19.8398	18.8907	19.4441	19.5585	19.1272	19.6355	19.2228	20.3813	19.254	19.3258	19.0634	18.995	19.4026	19.2355	19.1329	19.4231	19.3053	20.3528	19.1387	18.3685	19.4177	19.6642	19.1408		19.6024	19.0765	19.3442	19.4323	19.36	19.9247	19.1507	19.1638	19.0834	19.7239	19.7148	19.9763		18.8702	19.3856	18.9898	19.6709	19.2184	19.247	18.5772	19.3855	19.3572	19.6384	19.9619	19.548		19.4176	19.5986	19.8537	19.861	19.3606	19.8516	19.3558	19.9778		18.7671	19.6696	18.7679	19.3583	19.3714	19.1668		19.5079	19.8233		19.1524
AIFM1	17.752	17.8222	18.2595		17.5829	17.3824	18.3768	17.2302	17.3563	17.3049	17.8051	17.4182	17.2798	17.422	17.2963	18.0385	17.2004	17.8377	17.6373	17.6119	18.5457	17.5631	17.5185	17.3124	17.8499	17.0084	17.908	17.3681	18.085		17.6167	17.0925	17.2761	17.9229	17.6351	17.8472	17.6263	17.4467	17.9504	17.4071	17.5864	17.6023	17.4449	17.8009	17.2589	17.9626	18.0744	17.7263	17.4936	17.4692	17.7342	17.9862	17.7876	17.4722	18.3997	17.5362	17.498	17.9769	17.6623		17.509	17.8563		17.6021		17.5034	18.0282	18.1929	17.2013	18.0477	17.6564	17.5326	16.9793	17.4501	17.7809	17.7442	17.435	17.4666	17.1909	17.4624	16.7854	17.9768	17.9019	17.9922	17.2423	18.0587	17.4495	17.7399	17.5344	17.7266	17.5793	17.846	17.8163	17.8451	17.9898	17.5764	17.8957	17.3893	17.6407	17.9856	17.7173	17.3342	17.4894	18.2808	18.496	17.6284	18.2649	18.5006	17.7626	17.4711	17.6298	17.9092	18.1302				17.1151	17.3432	17.4915		17.268	16.9238	17.1398	17.0628	16.9871	17.2085	17.0601	16.8108	17.1115	16.9579	17.5543	16.7746	17.1649	17.0081	17.3076	17.4076	16.722	17.2698	16.8096	17.0517	17.0612	17.3842		17.0027	16.9362	17.1951		16.882	16.7758	17.244	17.0058	16.8986	17.0909	17.2519	17.1343	16.6269	17.3946	17.2226	17.0	16.8634	17.0436	17.1097	16.8505	17.1121	16.9989	17.024	17.4237	16.8275	16.9164	17.19	17.194000000000003	16.834		17.1304	16.9035	17.0355	16.8558	16.7564	17.1538	17.0788	16.9882	17.0831	17.0845	17.5214	17.3352		16.6882	17.2934	17.1195	17.2098	17.0653	16.9161	16.8626	17.0786	17.1817	17.1964	17.4074	17.3771		17.0301	17.0094	17.2292	17.32	17.2036	16.9619	16.98	17.2528		16.8548	17.4505	16.9785	17.2835	17.0143	16.9341		17.0549	17.0508		17.0695
